,CMT_SJ1_19Aug24_Gill_S203_L005,CMT_SJ1_20Jun24_Gill_S191_L005,CMT_SJ1_22Jul24_Gill_S197_L005,CMT_SJ2_19Aug24_Gill_S204_L005,CMT_SJ2_20Jun24_Gill_S192_L005,CMT_SJ2_22Jul24_Gill_S198_L005,CMT_SJ3_19Aug24_Gill_S205_L005,CMT_SJ3_20Jun24_Gill_S193_L005,CMT_SJ3_22Jul24_Gill_S199_L005,DAF_SJ1_20Aug24_Gill_S206_L005,DAF_SJ1_21Jun24_Gill_S194_L005,DAF_SJ1_23Jul24_Gill_S200_L005,DAF_SJ2_20Aug24_Gill_S207_L005,DAF_SJ2_21Jun24_Gill_S195_L005,DAF_SJ2_23Jul24_Gill_S201_L005,DAF_SJ3_20Aug24_Gill_S208_L005,DAF_SJ3_21Jun24_Gill_S196_L005,DAF_SJ3_23Jul24_Gill_S202_L005
evm.TU.Chr03.2127,13351,12116,12946,16041,15543,22164,17678,11297,13421,13463,11221,13472,14121,12010,21037,12969,9895,13495
evm.TU.Chr03.2128,985,1213,724,1047,970,1185,834,852,731,937,894,1394,880,1036,1026,832,1013,878
evm.TU.Chr03.2129,0,0,0,0,0,0,0,0,76,0,0,2,0,0,0,22,12,0
evm.TU.Chr03.2130,10798,9445,9030,9678,8472,9754,8099,7693,8920,7490,9285,9640,6919,8532,9778,8359,8831,8253
evm.TU.Chr03.2131,1374,1371,957,959,2456,1906,1463,1398,1763,1832,1769,1349,1785,1573,1699,1611,1914,1597
evm.TU.Chr03.2132,453,434,659,691,432,728,675,548,631,448,449,572,415,540,590,498,530,553
evm.TU.Chr03.2133,26,18,56,1380,50,20,149,936,782,7,8,87,40,12,10,0,123,10
evm.TU.Chr03.2134,5776,6003,6135,6667,5926,7109,6362,6509,6237,5374,6207,6508,5032,5745,6429,5885,6085,6220
evm.TU.Chr03.2135,598,952,824,700,1137,1321,1088,803,1044,948,925,1061,1707,964,844,916,889,868
evm.TU.Chr03.2136,637,761,841,857,1099,800,1007,751,855,609,700,911,656,567,915,630,622,793
evm.TU.Chr03.2137,2726,2257,2987,2305,2618,2723,2936,2729,4624,2478,2786,2777,2127,2103,2988,2464,2795,2621
evm.TU.Chr03.2138,2065,3456,3130,2196,3593,4445,3846,3475,4172,3014,3299,3397,2902,4485,2808,4319,3997,3665
evm.TU.Chr03.2139,483,1116,638,769,1157,768,909,889,1098,744,937,1088,796,1172,927,886,1088,814
evm.TU.Chr03.2140,443,0,0,0,0,0,2,0,0,0,0,0,1,0,4,1,0,2
evm.TU.Chr03.2141,108,207,147,356,286,157,242,272,182,177,344,272,164,205,221,197,253,289
evm.TU.Chr03.2142,1824,1898,1686,1723,2641,2241,932,1531,1639,1552,1589,1563,1421,1740,1436,1284,1454,1507
evm.TU.Chr03.2143,1511,1301,1105,1095,1200,1221,1151,993,1354,1154,985,1365,1047,1220,1210,1056,1077,1140
evm.TU.Chr03.2144,0,0,0,2,0,0,0,0,4,1,0,2,0,1,0,6,0,16
evm.TU.Chr03.2145,2,29,0,34,8,30,26,7,19,2,17,8,2,19,18,21,11,10
evm.TU.Chr03.2146,20,8,0,13,11,2,32,0,25,11,18,169,34,3,15,30,456,8
evm.TU.Chr03.2147,114,517,428,270,1062,564,740,953,1019,996,1347,748,1131,1440,876,554,606,835
evm.TU.Chr03.2148,0,0,3,2,1,2,0,6,169,6,2,0,0,0,12,53,56,24
evm.TU.Chr03.2149,2614,3205,2916,1674,2623,3512,3896,3944,3047,2776,3911,3262,2555,3207,3815,3335,3609,2948
evm.TU.Chr03.2150,392,392,385,566,321,298,227,301,404,368,445,484,283,346,419,382,290,414
evm.TU.Chr03.2151,736,688,940,968,538,367,861,902,806,809,926,837,573,813,807,1067,511,950
evm.TU.Chr03.2152,2,0,6,6,2,0,10,2,2,1,15,6,3,1,4,9,0,542
evm.TU.Chr03.2153,2995,2562,2651,5423,8383,3341,2837,2327,3511,1641,3039,1634,2657,2364,4921,2974,2945,2376
evm.TU.Chr03.2154,0,4,4,11,14,3,12,20,19,6,11,5,8,10,6,20,38,6
evm.TU.Chr03.2155,0,1,0,0,0,6,0,7,0,0,6,2,1,5,5,6,3,2
evm.TU.Chr03.2156,42,32,40,213,62,36,38,58,156,70,52,38,56,36,80,36,34,58
evm.TU.Chr03.2157,327,242,267,595,292,257,235,187,664,279,280,236,273,262,292,243,316,298
evm.TU.Chr03.2158,378,216,248,655,392,353,250,194,678,306,303,340,284,271,299,363,448,337
evm.TU.Chr03.2159,299,246,151,639,283,313,313,281,447,206,323,409,233,253,312,369,490,329
evm.TU.Chr03.2160,807,451,265,638,619,340,462,483,817,539,746,602,470,437,611,669,762,537
evm.TU.Chr03.2161,1103,1322,1258,926,1355,1493,1117,1305,1076,1512,1275,1380,1049,1224,1091,1336,1304,1093
evm.TU.Chr03.2162,3752,4154,3483,2999,3398,3948,4246,3580,4280,3123,3102,4803,3271,2917,3900,3822,3805,3663
evm.TU.Chr03.2163,848,900,735,1891,877,962,798,845,856,711,786,957,650,822,790,834,806,734
evm.TU.Chr03.2164,16316,16057,14076,11750,13793,12824,11557,13235,12893,11728,12427,13332,11395,9555,13371,13562,11568,11127
evm.TU.Chr03.2165,305,325,360,145,180,303,294,245,189,143,141,179,195,179,307,93,78,122
evm.TU.Chr03.2166,1432,1949,1674,1433,1790,1917,1783,1717,1897,1459,1775,1538,1467,1692,1883,1435,1389,1520
evm.TU.Chr03.2167,14322,10806,10448,11979,10636,12367,11853,9849,11212,10137,11182,11255,8483,10834,12198,11306,9003,10755
evm.TU.Chr03.2168,5330,6501,4837,5769,6943,6253,4589,6908,6074,5160,6540,6234,4939,6212,8082,4023,6493,6348
evm.TU.Chr03.2169,9065,8255,7563,10347,11363,11195,10404,8906,6931,7622,8688,9036,7406,8862,10812,9391,6914,7550
evm.TU.Chr03.2171,922,728,1256,1938,1290,1842,1328,1177,1736,908,1304,1537,1161,1143,1546,1031,1344,1369
evm.TU.Chr03.2172,722,980,661,801,850,851,755,886,811,708,764,978,645,832,759,647,864,812
evm.TU.Chr03.2173,139,125,178,198,153,221,154,177,443,199,206,338,212,263,277,166,725,304
evm.TU.Chr03.2174,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
evm.TU.Chr03.2175,25,2,13,22,6,11,20,9,20,0,14,2,14,18,1,0,2,2
evm.TU.Chr03.2176,1152,465,659,648,777,592,500,722,476,250,381,610,262,323,591,640,449,822
evm.TU.Chr03.2177,1619,338,1100,669,807,639,362,477,249,180,476,197,187,504,311,136,209,429
evm.TU.Chr03.2178,104,20,9,103,374,15,28,2,39,1,6,6,0,6,180,14,14,12
evm.TU.Chr03.2179,3518,2754,1813,2004,2497,2067,1961,2314,2628,2468,2391,2876,1853,2081,2372,2370,2611,2108
evm.TU.Chr03.2180,85197,30859,15390,82479,23735,25785,17058,18693,22230,27975,30848,26253,29859,32665,21348,22584,38353,24241
evm.TU.Chr03.2181,1059,975,646,908,871,936,873,832,810,878,892,976,799,880,1051,886,519,891
evm.TU.Chr03.2182,1100,1170,1699,1931,1572,1697,1410,1460,1388,975,1602,1577,1249,1445,1582,1373,1924,1483
evm.TU.Chr03.2183,1060,1798,965,1650,1513,1629,1420,1445,1754,1544,1457,1601,1513,1748,1342,1353,1364,1230
evm.TU.Chr03.2184,2,5,79,8,5,27,7,387,51,91,34,57,23,30,10,28,34,14
evm.TU.Chr03.2185,22673,27934,20821,25181,21913,21515,22261,24614,27975,18301,18819,22060,13178,19476,25190,21872,22733,22224
evm.TU.Chr03.2186,247,547,403,128,693,522,613,560,510,243,649,857,454,888,696,376,583,581
evm.TU.Chr03.2187,8130,7417,7025,7695,6648,8124,6264,6400,7594,5993,6432,7046,5937,6065,6702,6270,6478,7075
evm.TU.Chr03.2188,47,5,2,0,1,4,0,0,0,0,1,0,8,6,0,0,0,1
evm.TU.Chr03.2189,10073,20229,11340,9224,18529,14544,18867,16869,16022,15276,17702,17495,12384,23000,20057,19265,22561,15797
evm.TU.Chr03.2190,0,2,0,0,5,6,0,0,0,0,4,6,2,4,0,1,6,0
evm.TU.Chr03.2191,0,0,0,2,0,0,1,0,0,0,0,11,2,0,0,4,2,0
evm.TU.Chr03.2192,3,7,9,4,6,0,20,5,1,9,0,87,8,14,4,2,31,11
evm.TU.Chr03.2193,4719,4729,4203,3520,4124,4926,4119,3942,4100,4023,4257,5044,3589,3988,4311,4665,3929,3907
evm.TU.Chr03.2194,23178,31580,23231,16170,26540,31045,25245,24638,23540,23397,33312,30325,23650,34140,30709,25825,31979,25537
evm.TU.Chr03.2195,17415,19743,15701,19279,14857,16005,15361,17475,21228,12305,14655,16107,10206,14770,19904,16208,16553,16207
evm.TU.Chr03.2196,27864,29186,23344,22313,27249,27618,28605,26481,27562,22580,24093,26804,20486,25332,27980,25198,27336,23743
evm.TU.Chr03.2197,2978,2704,4154,2190,2842,4305,3540,3093,3425,3283,3011,3806,2402,3560,3438,3051,3188,3163
evm.TU.Chr03.2198,0,5,0,4,0,0,1,0,38,0,6,0,3,4,2,3,7,2
evm.TU.Chr03.2199,2151,1914,2571,2363,2152,2576,2029,2165,1646,1680,2020,2435,1551,1856,2666,2145,1262,2030
evm.TU.Chr03.2200,716,280,1952,349,1318,319,1214,1073,264,1985,406,1214,255,388,1549,199,438,1332
evm.TU.Chr03.2201,362,549,733,312,384,676,585,629,556,473,707,1290,608,845,736,690,316,663
evm.TU.Chr03.2202,723,580,949,409,569,482,580,623,516,949,243,520,384,545,873,556,354,1015
evm.TU.Chr03.2203,118,6,30,11,94,135,172,58,43,120,36,129,55,125,189,185,31,90
evm.TU.Chr03.2204,283,1239,23,152,688,837,440,341,927,19,1055,451,765,973,591,551,764,277
evm.TU.Chr03.2205,622,813,400,331,1044,343,540,469,986,444,646,1019,623,618,976,1163,601,585
evm.TU.Chr03.2206,2475,3870,2657,1463,4157,4011,4425,4886,5385,2353,3853,6775,1872,5568,4040,3196,3722,3346
evm.TU.Chr03.2207,353,1972,1412,975,1904,2843,3213,2875,2883,2841,2647,6236,2681,4863,2830,2474,2080,2507
evm.TU.Chr03.2210,539,1218,1424,1369,596,951,1478,1013,1184,1582,1347,1986,1052,1438,1147,1557,2307,1544
evm.TU.Chr03.2209,156,2381,1449,205,15,119,94,45,1810,188,2300,61,163,72,64,152,83,1640
evm.TU.Chr03.2211,240,1055,596,424,515,815,903,938,566,714,835,832,840,922,537,929,921,690
evm.TU.Chr03.2212,169,496,246,261,441,584,344,229,314,291,347,411,297,583,624,420,340,370
evm.TU.Chr03.2213,11,151,34,36,27,34,521,33,36,13,20,128,17,19,32,84,168,40
evm.TU.Chr03.2214,52,416,72,175,50,124,77,60,74,30,89,1404,27,80,515,174,114,949
evm.TU.Chr03.2215,71210,398368,124963,46901,351946,321081,253352,284672,262614,259032,339004,387658,156590,331324,290135,291843,328706,343153
evm.TU.Chr03.2216,2577,2599,2433,2644,2951,2678,2111,2588,3151,2050,2569,2374,1798,2306,2784,2541,2748,2098
evm.TU.Chr03.2217,4059,3543,2740,3788,3109,3333,3055,2601,3020,2507,2674,3147,2295,2423,3616,3002,2805,2921
evm.TU.Chr03.2218,9261,16872,9821,4493,16619,12537,15983,14209,12721,13133,15969,13943,11695,18974,14841,13447,16483,12400
evm.TU.Chr03.2219,1551,2060,1598,1969,2098,2212,1728,1709,2021,1743,2394,2274,1493,1973,2223,1729,2108,1976
evm.TU.Chr03.2220,492,707,431,469,552,476,405,490,668,551,510,679,347,455,417,544,592,594
evm.TU.Chr03.2221,0,2,61,1,2,0,0,26,4,14,13,1,5,1,2,0,0,11
evm.TU.Chr03.2222,764,499,1101,599,593,532,380,588,809,581,874,419,496,463,855,546,241,323
evm.TU.Chr03.2223,1,0,121,94,1,102,0,36,22,26,169,0,132,105,69,0,1,11
evm.TU.Chr03.2226,26,0,1,0,11,8,12,5,27,2,13,5,11,10,8,1,11,15
evm.TU.Chr03.2227,539,1204,197,1689,205,2447,546,2854,1760,274,636,1111,435,1139,257,153,218,1764
evm.TU.Chr03.2228,46,735,169,39,33,186,263,1224,238,36,170,76,71,86,3,27,43,384
evm.TU.Chr03.2229,482,1522,442,720,555,2340,707,2813,685,286,2046,969,1468,1178,641,256,487,1126
evm.TU.Chr03.2230,2106,3955,779,2417,2325,4316,2437,4788,4350,1441,3430,1985,2676,2307,2158,1642,2566,3224
evm.TU.Chr03.2231,287,625,603,576,784,1072,767,660,715,608,688,658,383,648,630,568,680,697
evm.TU.Chr03.2232,14008,11307,10412,8978,10906,14996,10111,10562,11778,9683,12747,13246,10103,10770,10764,9752,10269,11973
evm.TU.Chr03.2233,826,1546,1207,860,1622,1919,1254,2029,1643,1318,1192,1932,1162,1110,1378,1244,1433,1138
evm.TU.Chr03.2234,38,39,34,40,40,35,30,25,38,40,79,57,33,44,30,65,60,36
evm.TU.Chr03.2235,55,60,54,50,43,67,57,57,48,63,49,96,43,37,51,72,75,44
evm.TU.Chr03.2236,31,45,44,30,47,43,19,44,35,25,41,22,27,31,20,42,35,14
evm.TU.Chr03.2237,3282,3633,2798,2895,3281,3267,2595,3273,3223,3076,3486,3576,2652,2901,3078,3157,3478,2794
evm.TU.Chr03.2238,0,12,2,1,2,13,1,2,4,2,7,4,8,8,1,0,2,2
evm.TU.Chr03.2239,610,1352,1116,1921,1163,640,1410,1755,876,979,691,893,372,442,1261,842,875,986
evm.TU.Chr03.2240,2644,3273,2691,2093,2870,2811,2280,2566,2800,1884,2673,2507,1832,1882,3328,3244,1191,2806
evm.TU.Chr03.2241,13,433,658,55,248,1605,57,339,99,271,1526,198,963,940,128,116,136,143
evm.TU.Chr03.2242,11,729,1129,140,375,1973,61,375,178,326,2197,297,1339,1400,297,203,299,296
evm.TU.Chr03.2243,2,158,43,384,2,107,4,123,10,5,9,12,6,1,103,59,73,190
evm.TU.Chr03.2245,735,6036,768,2429,5471,780,1395,3905,1244,1938,3271,4413,1270,4026,5529,1062,3026,2506
evm.TU.Chr03.2246,1158,1479,835,1225,1345,1332,1657,1321,1312,1075,959,1073,991,1238,1157,1008,887,1343
evm.TU.Chr03.2247,855,1002,811,724,813,911,1011,871,892,631,843,1016,717,839,933,806,938,879
evm.TU.Chr03.2248,1103,1506,1431,1435,1390,1638,1593,1421,1721,1048,1477,1166,1342,1431,1650,1265,1492,1409
evm.TU.Chr03.2249,4620,5131,3385,3253,5191,5934,6553,7196,5219,4067,6444,9021,3768,7143,6519,4399,4854,6480
evm.TU.Chr03.2250,17118,14834,16221,9175,14818,18967,13212,12957,18210,12172,13488,15600,12720,15136,14687,16466,13100,13282
evm.TU.Chr03.2251,386,499,316,702,409,692,497,444,525,626,746,607,544,708,545,400,632,408
evm.TU.Chr03.2252,1207,1017,1152,989,1839,1400,1337,1858,2810,1225,1191,1649,1073,1166,1697,1479,1380,1517
evm.TU.Chr03.2253,2031,1841,1273,757,2324,1292,1473,1711,1871,1554,1783,1475,1393,1424,1900,1560,2202,1607
evm.TU.Chr03.2255,14781,23674,15671,17801,22792,16608,20328,17528,23010,16608,15230,23547,18695,18748,27431,16380,16670,20098
evm.TU.Chr03.2258,5853,7572,6386,4034,7827,8865,5721,7139,7020,8661,13113,10493,9521,8597,9674,12267,5706,5673
evm.TU.Chr03.2259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
evm.TU.Chr03.2260,4931,8859,4290,2059,5142,3496,4474,3821,7110,7055,5376,5692,4570,7985,4759,4760,8556,4878
evm.TU.Chr03.2261,3658,5114,4568,3304,3098,6858,4413,2203,2864,2383,4571,3284,3132,4584,3825,3866,2398,2304
evm.TU.Chr03.2262,107,611,151,274,497,255,77,40,278,331,99,143,70,335,217,75,318,153
evm.TU.Chr03.2263,8829,9968,7955,8837,9422,9204,9503,8663,10379,7750,7989,8729,6874,9266,10169,8833,9036,8143
evm.TU.Chr03.2267,2651,6987,3041,976,5451,5680,7120,4969,4306,6943,11337,6327,7325,13615,4572,5843,6551,3039
evm.TU.Chr03.2268,4,100,70,51,14,97,67,231,52,106,132,44,62,86,18,70,176,15
evm.TU.Chr03.2269,5,0,28,11,2,2,21,6,22,29,1,31,8,2,2,41,203,10
evm.TU.Chr03.2270,53,10,59,94,6,67,37,13,64,42,52,47,50,38,47,30,71,6
evm.TU.Chr03.2273,6,0,21,90,1,16,11,29,24,55,21,14,13,19,4,26,271,8
evm.TU.Chr03.2274,2256,1602,2116,1915,2125,2222,1769,1967,1889,1627,1829,1623,1473,1577,2235,1875,1993,1443
evm.TU.Chr03.2275,290,325,342,387,410,289,278,343,404,367,356,423,311,358,432,509,503,352
evm.TU.Chr03.2276,157,316,397,401,0,446,50,125,247,290,237,384,238,281,248,490,640,106
evm.TU.Chr03.2277,211,307,369,408,4,448,218,89,65,344,256,660,283,249,287,595,687,181
evm.TU.Chr03.2278,1,23,20,3,16,6,0,2,4,7,14,11,2,82,128,10,6,135
evm.TU.Chr03.2279,20,86,66,3,62,29,11,12,11,0,0,16,1,162,297,26,15,211
evm.TU.Chr03.2281,1317,444,530,597,43,368,790,506,201,378,199,1697,213,192,256,513,625,555
evm.TU.Chr03.2282,126,665,766,280,71,322,124,57,408,377,166,162,187,281,230,439,645,82
evm.TU.Chr03.2283,5045,5424,4458,4220,5240,4541,4600,5285,4242,3807,4417,5004,3122,3538,4751,4810,4448,5774
evm.TU.Chr03.2284,376,275,522,673,411,665,372,240,588,476,646,222,414,526,772,512,544,292
evm.TU.Chr03.2285,5509,3244,3039,3802,6237,3516,2970,2496,3401,2882,3770,4744,2544,3267,5488,2839,2976,3049
evm.TU.Chr03.2286,675,383,294,307,787,420,324,304,410,279,513,789,378,340,576,303,325,505
evm.TU.Chr03.2287,3568,3520,2395,3065,4133,2413,2926,3994,3477,2614,2762,4432,2083,2826,4121,2851,3234,2495
evm.TU.Chr03.2288,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0
evm.TU.Chr03.2289,4238,6210,6045,5273,6316,6067,5537,5732,6131,5326,5779,5839,4313,5734,6630,5818,6366,4566
evm.TU.Chr03.2290,8323,6003,8225,6090,6885,7794,8240,7415,10293,6124,8413,8795,6390,7439,8444,7931,7298,6729
evm.TU.Chr03.2293,183,251,194,228,229,320,228,214,372,188,156,136,133,204,281,234,534,171
evm.TU.Chr03.2294,960,1358,1728,721,1198,2037,1271,1215,1554,1202,1238,1553,916,1650,2130,1925,1163,1964
evm.TU.Chr03.2295,15,15,4,26,42,43,12,62,63,13,14,99,17,54,36,28,33,52
evm.TU.Chr03.2296,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
evm.TU.Chr03.2297,1,0,5,4,2,0,0,1,0,0,0,0,0,0,0,0,67,0
evm.TU.Chr03.2298,15,8,24,5,7,7,44,34,21,8,18,54,7,4,18,2,230,11
evm.TU.Chr03.2299,2011,1179,3004,2287,2126,1054,3812,2176,1869,350,3571,1877,105,580,1676,3141,1498,1443
evm.TU.Chr03.2300,6,242,72,146,119,203,120,0,79,110,158,70,81,152,124,81,160,1
evm.TU.Chr03.2301,3640,2874,2709,3063,2624,2621,2015,2977,3178,2064,2193,2683,1703,1725,3040,2863,2567,3229
evm.TU.Chr03.2302,1186,1270,737,780,2683,1723,1085,1891,1344,1027,1831,989,791,1647,1940,1505,1789,1671
evm.TU.Chr03.2303,46,18,19,79,38,56,133,129,166,61,109,26,168,16,71,138,37,165
evm.TU.Chr03.2304,0,9,0,2,2,0,2,0,16,5,23,0,0,3,0,0,19,0
evm.TU.Chr03.2306,2,0,0,18,18,0,2,4,6,4,0,6,2,12,2,0,17,6
evm.TU.Chr03.2307,3904,5387,4785,9493,5261,6928,5128,4243,5082,4325,6109,4942,4280,6903,6325,4413,6011,4537
evm.TU.Chr03.2308,7248,12492,9741,9344,10450,11050,12021,8980,8798,8747,9038,9457,7659,11153,7800,8714,11339,9711
evm.TU.Chr03.2309,385,516,340,462,428,304,385,378,625,587,535,580,436,476,482,516,650,372
evm.TU.Chr03.2310,593,1072,1095,1201,1267,1348,1031,1195,1372,1023,1025,1371,1091,953,1347,1047,1149,1073
evm.TU.Chr03.2311,410,553,736,471,593,866,798,592,937,643,625,748,423,645,739,674,653,664
evm.TU.Chr03.2312,148711,133121,136372,330797,134762,120276,149223,84720,170116,171693,114265,163692,142206,117040,148988,172364,126176,154456
evm.TU.Chr03.2313,7823,7536,7440,7613,7570,6304,4375,6984,6913,5863,7298,6396,4350,4858,7138,8271,6087,5592
evm.TU.Chr03.2314,8353,7652,11926,8330,7196,10291,7845,11410,7956,3942,7473,8769,5055,7430,7318,5731,7600,10328
evm.TU.Chr03.2315,326,303,795,571,504,759,197,789,417,320,834,1115,717,330,385,243,336,655
evm.TU.Chr03.2316,4987,4882,5591,6048,3285,6498,7256,5663,3259,2399,4046,5266,2948,3313,4338,3138,4153,4816
evm.TU.Chr03.2317,3964,4403,3624,4217,4135,4312,3573,3853,4174,2959,3576,3666,2630,2501,3687,3924,3834,3209
evm.TU.Chr03.2318,3896,4313,3479,5754,5469,4356,5652,4662,5918,4677,6699,4805,3332,5546,4897,4922,4229,4528
evm.TU.Chr03.2321,1376,1373,1709,1431,1981,1823,1533,1541,1278,1463,1722,2040,1267,1450,1498,1324,1553,1824
evm.TU.Chr03.2322,4235,4563,3159,4030,4192,3420,3153,3723,4344,3110,3822,4710,2885,4053,3468,3638,3949,3936
evm.TU.Chr03.2323,411,303,523,342,598,523,486,366,475,391,595,622,368,504,557,306,1028,306
evm.TU.Chr03.2324,5715,5790,4240,7674,7057,6104,5350,6149,5578,5833,5954,6301,4435,5908,6224,4131,5850,4806
evm.TU.Chr03.2325,5378,6077,6839,6495,5974,7369,7817,5420,6655,5106,7815,6843,4283,6003,6430,5574,5714,5740
evm.TU.Chr03.2326,11226,7901,9142,6076,8571,9477,10651,8078,9238,8330,9013,9845,8274,8006,10430,8038,8486,8824
evm.TU.Chr03.2327,2868,3851,3018,3327,3302,3053,2732,3022,3606,2649,2631,3492,2149,2299,3297,3211,2751,2736
evm.TU.Chr03.2328,2780,1514,880,1299,1111,956,1077,990,1359,1243,1045,1379,740,1052,1187,1021,995,1018
evm.TU.Chr03.2330,211,428,126,325,214,238,418,351,623,570,343,419,209,182,234,369,191,270
evm.TU.Chr03.2331,189,163,130,230,274,267,214,252,246,112,218,359,158,210,206,265,247,176
evm.TU.Chr03.2332_evm.TU.Chr03.2333,18,152,28,9,64,21,29,34,36,45,50,26,21,47,55,111,65,52
evm.TU.Chr03.2335,49,209,113,170,172,261,122,246,159,178,187,162,167,200,229,113,151,181
evm.TU.Chr03.2336,0,0,3,32,17,2,0,0,2,2,2,0,2,8,0,1,2,0
evm.TU.Chr03.2337,29580,32254,27678,22408,27255,31833,31299,27554,29889,23888,31557,31227,22928,25295,30066,29489,25888,26072
evm.TU.Chr03.2338,135,104,205,146,127,113,421,101,212,160,169,158,81,110,157,157,239,110
evm.TU.Chr03.2339,15111,15215,16261,9030,13541,20287,15604,13295,16203,12651,16730,15849,12980,16377,16533,14769,16989,11955
evm.TU.Chr03.2341,71,24,53,168,14,52,13,74,24,69,5,65,76,42,31,209,27,49
evm.TU.Chr03.2342,9,15,19,28,1,37,7,16,4,7,6,20,10,12,7,73,0,1
evm.TU.Chr03.2343,1232,6867,1399,1887,2128,2291,1878,1980,2682,1943,2850,2065,1392,2294,2034,1598,1808,1630
evm.TU.Chr03.2344,3569,3924,6465,4419,4500,6614,4925,6241,6643,3893,7453,6022,4259,5486,4673,4173,5225,4917
evm.TU.Chr03.2345,1398,1162,1605,632,1022,1112,1018,1153,1456,1226,1129,1327,942,1115,1307,1231,1055,916
evm.TU.Chr03.2346,405,472,833,814,500,643,436,495,631,431,457,622,386,422,475,504,557,547
evm.TU.Chr03.2347,852,860,1115,1209,1029,1047,798,1100,1155,988,1040,953,694,885,1059,1015,1066,921
evm.TU.Chr03.2348,2383,2551,2336,2389,2708,2924,2440,2787,2628,2195,2593,2414,2116,2758,2709,2566,2611,2482
evm.TU.Chr03.2349,4442,5043,4651,3228,4197,4531,3852,5236,4319,3507,3753,3729,2928,3304,3980,3395,5385,3632
evm.TU.Chr03.2350,188,229,166,160,226,283,77,138,426,151,245,176,172,206,51,90,206,114
evm.TU.Chr03.2351,22,553,68,19,44,58,24,25,204,10,129,36,29,72,43,795,29,25
evm.TU.Chr03.2352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr03.2353,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.Chr03.2354,0,0,2,1,6,0,9,0,10,5,4,2,6,2,0,0,8,18
evm.TU.Chr03.2355,6,30,8,8,48,3,27,25,62,68,22,10,12,39,49,12,15,6
evm.TU.Chr03.2357,247,120,102,551,183,234,4,5,22,714,66,72,70,124,94,56,65,126
evm.TU.Chr03.2358,10795,11319,14600,13179,11561,13668,13192,10555,11971,8626,12941,10310,8847,7735,15558,13656,9600,12656
evm.TU.Chr03.2359,846,976,888,946,1019,815,997,995,1053,858,655,1007,697,691,1031,1159,835,802
evm.TU.Chr03.2360,1309,2850,2685,1338,2620,2703,1995,2414,2157,1718,2053,1645,1708,2735,2352,2550,2127,1433
evm.TU.Chr03.2361,4002,5840,3761,3757,4879,4236,4671,4149,5473,3662,3910,4620,3253,4034,4388,4361,4822,4066
evm.TU.Chr03.2362,4420,3984,3518,3744,2887,3970,3643,3827,3567,3261,3730,4490,3022,3542,3440,2880,3148,2967
evm.TU.Chr03.2363,27,97,16,59,42,121,105,75,40,73,38,192,45,48,21,56,90,49
evm.TU.Chr03.2364,10,11,23,29,16,28,69,77,118,27,63,55,36,5,42,27,10,71
evm.TU.Chr03.2365,308,69,115,124,204,175,98,133,117,90,81,89,62,62,71,123,54,92
evm.TU.Chr03.2366,352,671,752,1119,594,382,776,546,1007,880,474,373,529,531,903,543,425,411
evm.TU.Chr03.2368,39,139,154,135,174,118,97,114,149,85,100,143,74,80,108,64,126,111
evm.TU.Chr03.2369,466,423,479,1148,563,647,521,415,397,423,439,485,435,379,455,547,793,406
evm.TU.Chr03.2370,0,2,4,0,3,4,1,2,2,10,2,3,0,3,2,2,11,2
evm.TU.Chr03.2371,15027,9341,10876,11987,11296,12367,14191,11337,12423,10398,10967,13427,8957,12001,12806,11655,11637,10813
evm.TU.Chr03.2372,3261,4848,2305,2980,3910,3188,4263,4809,3103,4051,4703,4628,3186,3509,4446,4956,5561,3704
evm.TU.Chr03.2373,0,4,2,19,14,9,63,13,36,7,17,10,10,6,7,1,12,5
evm.TU.Chr03.2374,6,7,4,2,10,0,18,6,12,5,30,16,12,20,34,10,156,0
evm.TU.Chr03.2375,100,39,66,2137,62,170,142,101,132,3347,96,77,59,75,164,72,64,110
evm.TU.Chr03.2376,0,0,0,0,5,0,17,0,12,3,0,0,6,0,2,0,16,13
evm.TU.Chr03.2379,10,4,2,1398,19,8,12,4,92,3892,5,10,5,2,125,40,33,48
evm.TU.Chr03.2380,3756,5596,4388,3163,6395,6155,8159,5057,5339,4451,6377,6248,5038,7431,5707,4841,6570,5381
evm.TU.Chr03.2381,12809,11339,11263,12066,10882,14076,11061,10643,11423,9809,12053,12087,8669,9847,10177,9536,9747,11250
evm.TU.Chr03.2382,4,5,4,4,9,11,32,32,18,0,0,13,2,8,25,16,2,14
evm.TU.Chr03.2383,1394,2914,1422,1048,2890,2828,3169,3435,3170,2313,3314,4409,2193,3846,2816,2388,2364,2743
evm.TU.Chr03.2384,10294,9881,6414,14057,11516,10874,9459,9583,13764,9790,9512,10526,7666,7874,11716,12756,10230,10410
evm.TU.Chr03.2385,7777,5354,6760,6487,7811,7100,6631,4950,6498,5970,6414,7436,4537,5170,7273,6057,7370,5968
